uuid,mtgo,mtgoFoil,paper,paperFoil
015d9a01-3d55-5037-ab88-31e6a427d37e,0.0,0.0,0.0,0.0
015deb26-74da-5470-8b93-e5b9eac1f30a,0.02,0.07,0.39,3.29
0162fe9c-583b-5ea3-bc39-b82d0a238312,0.02,1.48,0.98,3.8200000000000003
01634801-dc80-54a0-a24f-5c115834b0ef,0.01,0.02,0.04,0.17
016421f4-95de-5410-8670-84dc115f110e,0.02,0.61,0.23,0.0
01655fa1-b466-5416-a0ee-1eeb2122c259,4.37,5.95,0.0,93.06
01658f63-32da-57f1-bc3d-df96e9c31398,0.01,0.02,0.05,0.13
0165ffed-b8f4-541c-a9de-e13fd6b504c1,0.0,0.0,0.29,0.0
01673d25-6e3c-5f3e-9174-73d1863859c8,0.01,0.01,0.11,0.41000000000000003
016bd36d-12b9-5b3d-b161-7c91d4805533,0.0,0.0,0.89,0.0
016ce418-2fba-57a0-9f16-0815f7bdb01d,0.04,0.01,0.16,0.42
016e918b-9420-52b7-9af0-ea29b4e54343,0.0,0.0,14.99,0.0
016eb698-1670-5a1b-bee3-a69b99dee3e0,0.0,0.0,0.0,0.0
016f68cf-f73a-5824-83a2-2f2d42550ad0,0.0,0.0,0.0,0.0
0170976f-c819-5070-b5f1-cee261352e46,0.0,0.0,0.0,29.27
01716cb6-2ede-5ad2-b1a8-e1467616c28a,0.0,0.0,0.0,0.0
01725156-0b8e-5c89-9f44-16177c73e955,0.02,0.08,4.47,11.33
0172e677-ceb4-57ed-82e1-b406aec6bbc8,0.0,0.0,0.99,0.0
0175bfee-a920-5eef-8846-0811f561a28c,0.04041666666666669,0.15520833333333336,0.2563157894736843,32.39684210526315
0176681e-e0aa-5c87-9b41-405a236763bd,0.0,0.0,0.0,0.0
0177098f-cb36-51b6-a472-18f5775bb9eb,0.0,0.0,0.62,0.0
017b2c64-d7eb-59f0-a1cd-66352433067b,0.0,0.0,1.8900000000000001,0.0
017b9bc3-a8f1-5b0d-b1d9-37f4d03ad15c,0.015,0.015,0.58,4.812727272727273
017d79f8-3e9b-5ece-a433-d33d02e3887e,0.0,0.0,0.06,0.0
017d8d04-9261-59e2-b0f0-4d18ffe4187b,0.0,0.0,0.1494736842105263,0.0
017dce2a-d646-5256-96de-c0cefb1a66d7,0.0,0.0,0.15,0.0
017f7193-21a8-5ab2-8fb4-77741940e28c,0.0,0.0,0.22210526315789478,0.0
01813cc4-7a42-551a-84ed-76e526257926,0.1630232558139535,0.0,0.0,0.0
0181ed42-9bff-5268-8d2a-d10058dee46e,0.04,0.0,0.2,0.0
0184a86d-2713-58f3-90b6-cc05c96fd861,0.0,0.0,1.9100000000000001,12.99
01863f99-8ad6-559a-9f68-fc5120914d68,0.05727272727272728,0.5813636363636362,0.28736842105263155,1.3063157894736845
01865545-507c-5bbb-992b-d6c7e41a4ef6,0.03,0.03,0.21,3.63
018892dd-6c29-579c-ab98-b81fe0ddc105,0.0,0.0,0.0,9.05
0189b30f-0d56-5c00-991c-1c5eae852dff,0.0,0.0,6.01,0.0
018c800f-4fea-5339-a7ba-39d883380ffa,0.0,0.0,25.0,0.0
0190213a-617c-502e-8082-4c561631d667,0.020000000000000004,0.021818181818181823,0.0,0.0
019131f8-a0b2-58d5-9be8-ed9f402db23c,0.05,0.1,0.72,1.6600000000000001
0191344d-4ba1-5797-a6be-d00674263b12,0.11721311475409835,0.1611475409836067,0.18947368421052632,0.7721052631578945
0191eb99-54c0-50ae-9b07-1bc4eba54d7c,0.0,0.0,84.95,0.0
01931cfc-8347-5050-86c6-a990a287a010,2.26,2.61,2.37,3.74
0194dbfb-23d9-5e51-a7cb-8601ec40adaa,0.0,0.0,0.0,0.0
01954570-5b47-572f-8708-718e8d807f78,0.0,0.0,0.96,0.0
01968b28-351f-566f-8b16-8ed4d615a784,0.01,0.02,0.15,0.62
01968da1-5496-575f-bfd0-8fcbc38a0a79,0.0,0.0,0.0,0.0
019850d8-40c8-53e5-af9e-9146a9cc3888,0.03,0.03,0.16,0.51
019b2e2a-d807-5fe8-a8ee-05b9fed7d94e,0.01,0.02,0.35000000000000003,0.0
019be28b-8be2-5e96-805f-f84ac352b865,0.0,0.0,0.46105263157894755,0.0
019d9df2-524d-5790-b79b-2b61e427e351,0.0,0.0,0.0,0.0
019da093-a4e2-50d1-a49d-35081417b12f,0.02,0.42,0.21,0.97
019e848c-df6b-5692-b9a5-555f70f7727a,0.0,0.0,3.99,0.0
019f1c90-de51-56b2-af2e-f0fe55d9f60a,0.0,0.0,0.11,0.0
