uuid,mtgo,mtgoFoil,paper,paperFoil
4eba403d-145b-5aed-aa2e-7320c789f917,0.0,0.0,0.09,0.0
4eba674f-8fef-57f4-bf5c-ab5557d5f457,0.0,0.0,0.0,0.0
4ebc3772-e13a-5bee-9cb2-e9a011a9352b,0.0,0.0,0.0,0.0
4ebc7903-a2c4-53ac-84de-c6925a986e84,0.0,0.0,0.0,0.0
4ebd02ad-341c-51d5-85c7-15d505b2e43c,0.0,0.0,0.74,0.0
4ebfee14-083b-5202-a3f0-290e55e58928,0.03,0.77,0.11,0.4
4ec2b4a6-a0fc-5077-8c9d-3f47dba95f49,0.03,0.03,0.17,0.54
4ec3c785-7e27-50db-aeb8-4079432a69a7,0.0,0.0,0.12,0.0
4ec4bbd4-feaa-57fe-b912-36207b184a1d,3.48,0.0,0.46,0.0
4ec89e2d-b46b-5557-9591-0451a1444a9f,0.01,0.03,0.22,0.0
4eca799b-5090-5393-b941-9b8c2c9ada0c,0.13360000000000002,0.13360000000000002,0.0,0.0
4ecaed48-9c26-58c8-a8a2-293205a5c734,1.31,4.42,7.5600000000000005,39.99
4ecb2a44-368c-5814-8eb2-f94a791a071b,0.03,0.03,0.12,0.32
4ecc7bcd-e6d7-5df2-8107-dde53faaaa58,0.010000000000000002,0.020000000000000004,0.1378947368421052,0.2168421052631579
4ecd052a-be90-511a-84f2-47b10e852e73,0.01,0.01,0.04,0.17
4ecdbd60-f613-5de5-bfff-39bb907f9707,0.0,0.0,42.61,0.0
4ecf3159-34ce-57ce-9479-7226e25c5184,0.0,0.0,0.0,1.74
4ed1129e-e2b0-5333-a9fe-1c65b9766ab3,0.0,0.0,0.16,0.0
4ed2954a-c5c2-5445-9cf1-2719b52d4d69,0.02,0.01,0.13,0.24
4ed57dd8-b88b-516b-8a0d-0de31daca079,0.0,0.0,0.0,0.0
4ed595eb-d51c-5a60-ada1-9a705f11ff9f,0.0,0.0,0.26,0.31
4ed7587a-0535-5cd6-9499-db8bceaf5afb,0.01,0.01,0.04,0.1
4ed8e67e-804c-5e5e-9f48-b9ac73502c9c,2.1,2.84,2.16,3.41
4eda6390-80ca-5989-b4d9-3f68b0eda759,0.030000000000000016,0.010000000000000002,0.0,0.0
4edb9c6b-455e-5503-990c-2e6648872153,0.02,0.29,0.38,0.0
4edcb502-f43c-5c37-8278-054febbb665e,0.02,0.29,0.27,0.49
4edd4221-0261-57ff-ab07-466f34d09329,0.04,0.08,0.17,0.0
4ee1392f-266d-5eb8-8952-0a30a3d1ce8d,0.03,0.26,0.09,0.5
4ee18ee9-f37d-5688-913a-c9322dc3444d,0.0,0.0,0.08,0.0
4ee356b8-e4df-5d55-a72c-bd869be7266b,0.01,0.0,0.0,0.0
4ee38e7a-8614-5524-9a85-73ad677ce9eb,0.0,0.0,2.11,0.0
4ee41245-1580-5614-8e53-8c2e5f3de6cd,0.03,0.65,0.04,0.38
4ee8be82-2920-5a1b-894b-a3ffb4d29215,0.0,0.0,0.0,0.0
4eea74ea-277d-5388-901c-4f218ccd37f7,0.06,0.01,0.09,0.24
4eeb070e-68c3-5921-ab96-a2ea34122345,0.0290909090909091,0.37999999999999995,0.1578947368421053,0.29105263157894745
4eeb8836-21fc-5d9d-bf7d-bfc319af3989,0.0,0.0,0.08,0.24
4eeba6a2-e486-5e83-a5b4-16af58bdd65a,0.0,0.0,0.0,0.0
4eed7cbf-191c-5e80-b736-aa617bb91a7e,0.03,0.01,0.1,1.09
4ef07299-bcdd-5f12-9846-4a965c6ead13,0.01,0.01,0.06,0.11
4ef20268-aa5b-589a-8716-de25eb245a57,0.02375,0.0,0.0,0.0
4ef6482c-e465-502c-9642-e875d8f6a2ef,0.0,0.0,0.25,0.0
4efb9ccd-8feb-57da-a1b1-831bda6d513d,0.0,0.0,34.94,0.0
4efe9cbf-afd7-51fd-9b34-fdfcdba3e47e,0.0,0.0,0.14,0.0
4f0279b6-1a83-5c7f-8f8e-632b96aa150c,0.02,0.02,0.13,1.2
4f03dae3-d8f3-59a6-bd9e-cd0476df2aa2,0.01,0.01,0.02,0.2
4f04411c-3922-546b-8ad4-62fd87222186,0.04,0.0,0.1,0.0
4f0512bc-ddb6-5e3a-8f3b-c53081206955,0.01,0.15,0.02,0.11
4f059d92-c1b5-5063-aa68-0273e44abc2c,0.03,0.03,0.19,0.63
4f073925-3e96-5408-840f-bf5e0b4f71e2,0.02,0.08,0.51,17.95
4f09511d-3b5f-540c-8e81-500c1de424bf,0.0,0.0,0.11,0.0
4f0a0032-db6a-5045-a6b2-fcaf9798ef1f,0.0,0.0,0.23,0.0
4f0b3d3f-ef4c-51f2-b14a-706462e0173e,0.01,0.03,0.11,0.24
4f0d2eb6-bf6c-5c1d-8c81-e99434833cae,0.0,0.0,0.0,4.74
4f0eb75c-0b68-5944-8875-f1d71510425e,0.01,0.03,0.08,0.33
4f0f2b77-7c06-56c7-a6b0-f36ed354a21f,0.03,0.01,0.05,0.15
4f10ebc2-0008-55b7-ad1e-0fef791f2a44,0.0,0.0,84.99,0.0
4f112ecd-02c3-506d-95fb-40caf19a23fb,0.0,0.0,3.77,0.0
4f123f48-61b5-58d2-b492-1d1dcb854ac2,0.010000000000000002,0.02681818181818183,0.18105263157894744,0.5957894736842103
4f1338e5-8b39-51fc-b784-18127792b7e8,0.0,0.0,0.0,4.37
4f1435b3-8cd7-5a8f-84b0-e057626dc911,0.0,0.0,0.08,0.75
4f149b04-de87-5d4a-975c-1f4d26f1521d,0.0,0.0,0.0,0.0
4f1676c1-5ccf-5689-b7bd-f75d50373159,0.03045454545454546,0.020000000000000004,0.0,0.0
4f171489-8717-54f9-bde4-4c4e9fb68bf8,0.0,0.0,109.71000000000004,0.0
4f1b555e-f090-54dd-aba7-f0cf8d5abcf9,0.03,0.01,0.09,0.86
4f1b6a9d-f6c3-5c9e-a6cc-27e4ef2546b1,0.0,0.0,4.99,0.0
4f1bd489-ff35-5113-bca9-7bd0f55538a5,0.38,0.0,0.24,0.0
4f1d2184-0940-5fbb-9960-c3e3353dd4cd,0.03,0.03,0.08,0.39
4f1e01ab-afb3-5d2f-87b6-847abf88fb88,0.01,0.03,0.1,0.25
4f202a0f-697d-5e63-ae3f-3286a28eab4a,0.0,0.0,0.0,22.29
4f26d7ae-ba51-526a-8e3e-cff27d8c3f21,0.0,0.0,0.13,0.0
4f27b18f-2083-515c-a977-f6de5a8086a5,0.020000000000000004,0.08000000000000002,0.0,0.0
4f287a70-f5c1-575a-81b8-27ab4fb8f566,0.04,0.02,0.1,0.87
4f29416b-4df8-555d-966a-85d98ff2c979,0.04,0.01,0.1,0.27
4f2db002-4b48-5493-821e-1146fcd26ccb,0.01,0.01,0.03,0.1
4f363b73-4cb6-5e01-bb52-fcdbbbbe51ad,0.0,0.0,0.0,1.83
4f376a7b-197b-5839-b7af-e9c1cac8dd7e,0.32,1.5,1.07,0.0
4f38b0db-70a1-5dc1-8d4c-ce08ec3bc7cd,0.0,0.0,0.0,0.0
4f395855-95a2-5719-85cf-0aa098bf6f80,0.0,0.0,0.24,0.0
4f39cee0-604a-55e5-9f4d-a51a4d7209ea,0.0,0.0,6.11,0.0
4f3aefe1-a2f3-55ea-bbdc-27451bb2049d,0.02,0.54,0.27,0.0
4f3dd801-794e-56cf-969b-e1ab0431c775,0.0,0.0,0.0,0.0
4f402035-85c4-5393-9b4f-bebc1bc67ceb,0.0,0.0,0.0,10.12
4f416b25-9067-5987-9f8c-f994e6dc6be4,0.0,0.0,0.0,0.0
4f417115-b682-5470-9151-6ef4ac3f061a,0.04,0.34,0.1,0.24
4f41dc91-fcb6-56b8-8af9-2c3d657c32d1,1.55,0.0,9.23,0.0
4f424c3a-f647-5133-91d2-f5ca5cf85662,0.03,0.23,0.13,0.64
4f429b60-eabc-5578-bc2e-2d0dbe32214f,0.0,0.0,0.16,0.0
4f43956f-c380-57e9-a2dd-af55d3d5239e,0.0,0.0,0.11,0.43
4f43f6d5-a1e5-50a4-9cc2-b13d10de91f8,0.0,0.0,0.4305263157894736,0.0
4f446b02-5ed9-5a07-935e-b9cc7e2229ef,0.03,0.01,0.08,0.61
4f44c85b-cec1-56e8-8a33-5592c4e1cfe6,0.0,0.0,0.5084210526315792,0.0
4f45602f-3053-5fee-a3ef-6c3e575a8571,0.0,0.0,1.6400000000000001,0.0
4f4600c4-97d9-50d7-b561-e5f6ea96efe3,0.01,0.02,0.04,0.21
4f47c7c9-22ec-5636-8840-a8e468b8acca,0.0,0.0,3.2,0.0
4f482b5f-929d-5380-b461-a726a6e4f676,1.13,1.37,6.08,18.36
4f493c9f-6d8c-5f86-ae41-bdb1df8bdf88,0.0,0.0,16.89,0.0
4f4b6cf7-7a18-558f-b57c-85c8e9e770ac,0.0,0.0,132.81263157894736,0.0
4f4dccb2-23a3-5cb6-87a3-9d720a703a5e,0.0,0.0,0.31,0.0
4f52625e-5a63-5e4f-9f73-947e247bf1c4,0.01,0.01,0.05,0.2
4f52bba5-b44a-5ff0-ab50-a267a1462b93,0.0,0.0,0.0,0.0
4f53a137-3450-5991-8866-9de8d26635f4,0.0,0.0,0.0,0.0
4f53f4a2-7cb8-5764-af11-4d5da5d8a139,0.37,1.5,5.55,8.37
4f5510fc-77f8-56ac-b138-dfe87c391b92,0.01,0.01,0.07,0.0
4f578e79-a49f-5aca-a1e3-b80478056d44,0.01,0.01,0.08,0.64
4f5860a4-177f-543c-a00f-3dd293d4c64a,0.01,0.03,0.06,0.2
4f5ae228-3d96-586f-b75d-dbdb816747fe,0.0,0.0,1.22,0.0
4f5b450e-62b5-5117-bd3e-dd1376a68f2b,0.0,0.0,0.54,0.0
4f5ef5cd-e901-5598-a99e-c698a9f7bacf,0.010000000000000002,0.01636363636363637,0.37842105263157877,4.648421052631579
4f60a573-7400-53b8-89ac-f3ff00af6ad8,0.0,0.0,0.07,0.31
4f60e417-e498-548a-8ff2-fc70f7038e55,0.04,0.03,0.29,0.61
4f616b22-540c-50bb-98c4-6307277de7bd,0.0,0.0,0.0,9.37
4f62de85-d755-5079-a843-39e2a91e3f2a,0.34,4.0,0.47000000000000003,0.0
4f64684f-f853-51ae-8584-5687b8474edf,0.0,0.0,0.22684210526315793,0.0
4f65ea45-27ff-5641-9882-a205c35d1fdc,0.04,0.02,0.19,1.9100000000000001
4f685b7d-adde-5a28-b5dd-cd955aa76975,0.21,3.71,22.34,199.97
4f69a0e2-b0b6-51c3-891d-417b32c267f8,0.0,0.0,0.07,0.19
4f69e646-6d1f-5763-8c2a-977cbb9d1a19,0.01,0.01,0.09,0.25
4f6abb3b-6273-5c76-9692-f4cdd26ef59a,0.25,6.13,2.77,0.0
4f6b5ed8-3a18-5046-aeb2-7350afc6385e,0.01,0.02,0.09,0.15
4f6b7027-2bfd-5b93-a032-d281cadce57a,0.03,0.42,0.09,0.36
4f6b9332-8e39-502e-a3df-4a4dae6670cc,0.0,0.0,0.0,1.19
4f6c8b1c-8d30-5762-83fc-fd5c85b0699b,0.0,0.0,14.99,0.0
4f6d4066-be2a-5f1f-aecc-4cac0332c183,0.0,0.0,0.0,0.32
4f6f20de-c029-50ad-a694-5011b8bd01ce,0.04,0.0,0.07,0.0
4f70a44b-0e30-5ef4-b223-f2ba06baf398,0.0,0.0,4.29,0.0
4f719461-4f88-55d9-af76-eb2dec76e1d8,0.02,0.04,3.41,8.09
4f729c78-f2bb-5149-9e00-930359555259,0.01,0.02,0.08,0.25
4f72c4fb-ce0d-5e50-8e23-113236d6828b,0.0,0.0,0.0,0.0
4f72f7de-d2da-5e9d-93b8-2f476181266c,0.01,0.01,0.06,0.14
4f738158-fa9f-5132-9754-c545758bd804,0.04,0.01,0.15,0.55
4f73b890-6564-5d11-ab6a-8776a6955dfb,0.0,0.0,0.96,0.0
4f761205-40a0-5327-b381-9a6b35d3d843,0.04,0.02,0.02,0.2
4f76791d-44c1-53a7-8053-6ce10d802a2b,0.04,0.01,0.11,1.67
4f767f03-2bb0-58b0-b4e1-249fcfac3b0e,0.0,0.0,0.0,1.28
4f767f58-aa23-5b05-b40a-ff3708e73c18,0.0,0.0,0.12,1.31
4f7b375c-7b98-5688-93a2-4da671949df8,0.04,0.05,0.03,0.42
4f7b5aa5-a683-547d-b4a6-e6df22134263,0.0,0.0,0.44,0.0
4f7ba0de-1651-5770-a727-b2e3981a5e8e,0.05,1.08,0.26,12.67
4f7c0875-5dee-5ba0-a84d-6fdd48dddae1,0.01,0.24,0.27,2.16
4f7cdf5f-27ed-5535-b8ac-7cdf3669a09c,0.03,0.0,0.53,0.0
4f7df1f9-a62f-59ce-a36a-d99dd2f53d9f,0.03,0.02,1.21,1.51
4f7e1af7-eae9-5c3c-97f5-2c875556b21b,0.01,0.02,0.1,0.41000000000000003
4f7f1086-0712-572d-805b-6aa07aa1fc03,0.0,0.0,0.1636363636363636,0.33909090909090905
4f7fa25f-7fb5-596c-a090-ede6a5978a94,0.0,0.0,0.43,0.0
4f803b06-0ffc-5500-85c9-82bd124042b2,0.11,0.29,0.56,2.2800000000000002
4f829d0b-8858-5711-9f4e-95652f536ad2,0.0,0.0,0.0,0.0
4f84fa56-f40c-54c2-a7dd-602b27a3ab9e,0.02,0.42,0.31,0.53
4f8545f7-8569-5b33-ae34-a3c24c7b8608,0.01,0.02,0.05,0.1
4f866f34-37fa-5162-80cb-fec078efd731,0.0,0.0,0.13,0.0
4f896398-dd5d-52e5-a9d8-9c2bdf6f1eed,0.0,0.0,0.0,0.0
4f89bfe9-ac2c-5e00-b8a7-d3d1093beaf3,0.01,0.04,0.01,0.1
4f911895-55bc-5faa-829b-8c9e5f2347b1,0.01,0.43,0.03,0.07
4f926e8e-c44c-59bf-9670-e075b530a888,0.18,0.76,1.4,4.65
4f92d091-cc91-5780-92ba-a31041859361,0.96,2.0,0.0,33.94
4f98b69a-0227-5e25-80c2-dcc424bbfe6d,4.07,10.62,17.33,0.0
4f98cc14-5dc9-505f-aa94-c03deacfb083,0.0,0.0,0.0,0.0
4f9947b5-144b-58b4-965f-166df18d9340,0.0,0.0,0.09,0.0
4f9b2681-4348-57e0-ace1-530b7f018399,0.03,0.01,0.07,0.01
4f9cb8c2-e546-5f4e-a6e5-939bc9e291b5,0.03,0.43,0.04,0.07
4f9dedfd-d299-5173-be18-a6e4118d9d8d,0.0,0.0,0.08,0.0
4f9e05e7-3af6-55ea-9b08-c6a7d85c1814,0.0,0.0,0.0,0.0
4fa139eb-898b-5140-892e-061d97b9430b,0.0,0.0,0.24,0.0
4fa43803-5f2b-5c04-b3bd-b294e34b2746,0.0,0.0,2.99,0.0
4fa655ac-cb03-531b-934a-fdaba840b5fc,0.0,0.0,0.05,0.09
4fa7711f-a752-5392-aacc-723291e67098,0.0,0.0,9.99,0.0
4fa7b50b-6336-5a02-a921-8224fbc7dc72,0.0,0.0,0.0,83.33
4fa9ec84-0d84-588c-a353-edef34499f68,0.0,0.0,0.15947368421052635,0.0
4fac1c92-8191-5631-9136-a9874c229b0f,0.04000000000000001,0.020000000000000004,0.0,0.0
4fac50f5-05e9-5416-9622-55fa8e2344e8,0.0,0.0,0.05,0.29
4facd568-4bc2-506a-8bd4-a0a97b6f81e1,0.0,0.0,0.25,0.0
4faf6469-f166-53dd-bbc1-f78684c1bc96,0.01,0.01,0.06,0.12
4fb04f65-87ba-529a-bef4-48b4f8c8512c,0.43,0.0,0.42,0.0
4fb08cf5-37b8-5ca7-8984-a7242659ac8f,0.04,0.02,0.03,0.1
4fb106ed-419e-5a0b-962c-e6a1621570ca,0.0,0.0,0.13,0.42
4fb131c0-5baa-5c18-ac66-9c8973980ba6,0.01,0.02,0.07,0.43
4fb30120-11f0-59ad-9019-ac3525d8274f,0.03,0.02,0.16,0.51
4fb30bff-8c20-572f-8c34-bc8847a51054,0.04037037037037038,0.0414814814814815,0.0,0.0
4fb44e4e-8e4e-5c7a-b2ce-b31641e7c264,0.0,0.0,0.87,0.0
4fb55075-660d-5ed8-83f2-9c3913716511,0.88,0.08,4.11,0.0
4fb6b0b8-e1f0-5c12-98a1-cc852c6f556b,0.04,0.0,0.31,0.0
4fb79805-bd5b-54cc-aad0-123b2475a9c9,0.02000000000000001,0.024634146341463426,0.0,0.0
4fb7ec96-0956-5ca7-b9a1-b3a935cc2e49,0.01,0.02,0.09,0.41000000000000003
4fba19f4-4ebd-56dc-af1c-ce5ee6cfac6a,0.01,0.02,0.11,0.0
4fbf1257-8a5f-5bd5-87f1-e39b59dd3292,0.0,0.0,0.0,0.0
4fbf4c38-7727-54e3-be0c-c5f9761504db,0.0,0.0,0.11,0.0
4fc0a4bc-15e3-5f04-a8c2-51289f7c117b,2.24,3.54,50.91,89.97
4fc0b2b6-1bb4-5b92-a24f-b15546efa8d9,0.0,0.0,0.15,0.0
4fc0ec78-5301-5803-9c2e-b5a69f3a7b7f,0.15,0.0,0.1,0.0
4fc2d0f2-1a79-5ecc-9918-b344e0588740,0.24100000000000008,0.34466666666666684,0.0,0.0
4fca02f2-1197-55e8-a13e-31c4c72d1a34,0.0,0.0,0.13,0.0
4fce4d43-94fd-575c-a0a4-36df9f0cc163,0.0,0.0,0.12,0.0
4fce62fb-e940-510d-8f32-e328bc437ee5,0.0,0.0,0.11,0.0
4fce9235-b770-50d4-8ebe-2faca4fb5784,0.01681818181818182,0.48000000000000026,0.27315789473684204,0.6557894736842101
4fcef81a-5cd7-5ed4-b5a9-ed1a87d4bb83,1.2,2.7800000000000002,4.99,69.75
4fcf0744-0d0f-529a-8491-0725f93e1c04,0.01,0.02,0.19,0.63
4fcfa13b-d824-5feb-82ed-9df1c6cf36b5,0.0,0.0,0.15,0.0
4fd0fe39-4f20-576b-aaf0-f3d279107c32,0.04863636363636365,0.020000000000000004,0.0,0.0
4fd19a25-fce1-5a20-9a0d-c4e347d9dfd1,0.06,0.0,2.85,0.0
4fd4c607-56a4-5b11-9772-595b7a2808db,0.11525,0.41224999999999995,0.0,0.0
4fd4fee6-c63e-518b-b72d-9d41f8910659,0.04,0.01,0.03,0.12
4fd639c3-55f9-5549-b8cf-cfb3c04f586b,0.04000000000000001,0.010000000000000002,0.09684210526315788,0.17842105263157898
4fd6ab70-ebfd-52db-a274-ed736a4446c7,13.95,13.95,0.0,85.27
4fd9416d-6574-5572-8527-fd91efd2ad85,0.03,0.52,0.8,7.71
4fda9776-3673-5f21-9fb8-3eefa99a2eb3,0.02,0.84,0.71,2.43
4fdad8f1-4800-5aad-a620-05b95b71cca8,0.0,0.0,0.0,0.55
4fdd41d5-bc97-587e-8be0-afd8b0df6da5,0.0,0.0,0.11,0.0
4fdd6012-af62-52cb-8194-99ff8f99659a,0.0,0.0,1.46,0.0
4fde2dee-037d-5a96-a329-6b1b5352b048,0.0,0.0,0.0,0.0
4fe02ee2-185c-5bdc-8b43-7cf7d5feff4e,0.52,0.91,1.4,4.26
4fe29422-1d55-5d79-bdb5-4aa5affe8943,0.0,0.0,1.2705263157894742,0.0
4fe467fa-96e1-5e39-8b6d-b28c52e9c35d,0.0,0.0,0.0,0.0
4fe869d0-dc75-5f7f-bca1-705c628f5123,0.01,0.02,0.04,0.08
4fea220d-4998-5a1a-9f84-d33d192fc3c3,0.0,0.0,247.0,0.0
4fec4723-2d8c-5832-b65c-bac5e3055988,0.03,0.02,0.47000000000000003,8.52
4fecbf34-0a9c-5d6d-9cd5-e7758d7b7c87,0.0,0.0,0.0,1.87
4fed869d-2270-51bf-8263-622a610ecbde,0.05,0.27,0.46,9.79
4fee533a-9ed4-5a3f-8e51-a8c188a0c976,0.0,0.0,0.0,0.0
4ff02805-afea-5f7b-8195-e12a216d1049,0.052608695652173944,0.0,0.0,0.0
4ff11580-5d7b-5d97-bccf-924890c55ca6,0.15066666666666667,0.24666666666666667,1.6673684210526316,6.66315789473684
4ff37f1d-2075-5016-8e7c-e7077540d955,0.07,0.0,0.2,0.0
4ff88ea6-910b-5c9c-a294-f64c002d5240,0.03,0.03,0.12,0.48
4ff962ce-5c7a-5db5-9ee2-c8d259832196,0.030000000000000016,0.030000000000000016,0.0,0.0
4ff96661-f33c-513e-bd10-4d82d45edd01,0.010000000000000002,0.25999999999999984,0.16315789473684203,9.70736842105263
4ff9ae86-b518-5ffb-a9ee-5e5fe448d840,0.020000000000000004,0.03045454545454547,0.0,0.0
4ffa0f80-d744-56b3-9362-7d1896ac7c71,0.0,0.0,0.0,0.0
4ffc0a72-3893-5515-94d1-6f5095cfa9a2,0.02,0.03,0.37,1.98
4ffc1867-a139-5aa5-a8bb-5aadf8fdf532,0.0,0.0,0.14,0.0
4ffd3f48-f0c8-5b40-a4a8-7983e71a83eb,0.03,0.04,0.03,0.23
4fff5e2e-401e-5b85-b570-c20725a81b6a,0.02,0.03,0.19,0.48
4fffd96a-787b-5d8f-a4d6-5e516a567f06,0.014545454545454549,0.020000000000000004,0.09947368421052631,0.2210526315789474
5000e7f1-7ca4-5ad7-98d8-575161a1ac2a,0.0,0.0,0.2,4.11
5004bc7e-d15e-55af-b402-651b5fc7595c,0.01,0.21,0.12,0.37
50050e3b-8278-5a37-b74d-f04ca4cc56ee,0.0,0.0,0.0,0.0
50059ec0-836a-534f-9318-4e84d0df8c24,0.0,0.0,4.33,0.0
50060b10-949b-5d4e-8c6f-9d43ad57d915,0.01,0.01,0.05,0.2
500638af-1870-5fda-b665-14eb491c9c2a,0.0,0.0,0.43,0.0
50068c24-b283-554e-9c10-934b98d19a52,0.02,0.66,0.99,7.54
5007a95b-77ec-598e-aa3e-8c2b71486258,0.0,0.0,0.0,0.0
5008c46e-0a88-5ae8-999e-8a80fad71046,0.0,0.0,0.91,0.0
500a5d90-b1e5-54c8-85a6-70492d7a27b7,0.01,0.01,0.09,0.14
500c4450-b1b6-5335-9aed-a4e16726f385,0.0,0.0,0.07,0.26
500c60b6-8db3-55be-9c91-65554c58725f,0.04,0.02,0.16,0.0
500e809b-acf7-52f3-9871-e9874c453c91,0.0,0.0,0.0,0.0
5010d438-674b-52db-93ae-3eb91ba80e53,0.02,0.02,0.07,0.15
50118e9e-6abc-5366-a978-3fc9f43dc9bf,0.0,0.0,0.0,7.0
50131646-0a61-52ac-9ef1-923a96f45061,0.04,0.01,0.09,0.17
50146100-6ecf-5e1f-af2d-4261f67f85cb,0.02,0.86,1.6099999999999999,8.99
5014621a-bab0-5f31-9d42-4160b4459131,0.0,0.0,0.21736842105263166,0.0
5015cb23-816e-5ea0-b3fb-1af6244edf68,0.05,2.0,0.33,0.0
5016fa2a-f779-5ab9-904f-78b1caf4b194,0.01,0.02,0.09,0.14
501937ee-4d5e-5127-bc2b-745dd3503729,0.04,0.03,0.77,2.52
501a3a08-014e-52ce-8083-8ff53b8f7562,0.04,0.03,1.94,6.94
501cb3bf-91a2-5d99-ad33-c93f2cc2e193,2.973050847457627,5.365932203389829,0.0,0.0
501e482b-8997-5dca-9c3b-c5317a92bcfa,0.01,0.01,0.08,0.05
501ed312-7eb3-523c-9b5e-9e3e4241d44e,0.01,0.02,0.03,0.17
501f70b4-3484-5635-8090-ade4ce04fdf4,0.03,0.23,0.25,0.8
502180aa-26b8-51fd-9c4b-afa3f664a652,0.04,0.03,0.04,0.25
50221b46-6f61-544c-a4c2-48c98201c248,0.026714285714285732,0.02814285714285716,0.0,0.0
502227df-025a-52a1-87c0-a4adeeee951b,0.010000000000000002,0.027727272727272743,0.17315789473684215,0.4826315789473683
5023eaa8-a91a-50ed-aefc-705d45e47d4d,0.0,0.0,0.0,0.0
50241489-8319-5a8b-8993-bfbb2b0f1b55,0.01,0.14,0.32,1.5899999999999999
5026d56b-72fc-5d39-a1bf-d4a4e5fae749,0.06,0.04,0.17,0.0
50288d5a-62e5-59a7-a50c-1538d5013399,0.02,0.05,0.08,0.0
5028b1fe-d267-55f2-bde9-9689e10f165a,0.0,0.0,0.2457894736842106,0.0
502e2789-d98f-5c5f-8c7b-484802ded62c,0.01,0.02,0.05,0.24
5030d465-283b-5836-a956-18362ff32d4c,0.0,0.0,0.0,0.0
5031880f-c94b-5498-b166-c8efef6aa602,0.02272727272727274,0.020000000000000004,0.2500000000000001,3.4410526315789465
5031b645-db81-541e-a62f-4f603d94a3bf,0.04,0.03,0.09,0.28
5033c0f5-0420-5cb9-b56b-1b9e232b1711,0.0,0.0,0.0,0.0
5033fdcb-826d-5106-b9ac-cf875b07a2cc,0.01,0.15,0.22,2.11
50345bd2-1194-5c24-ad2f-e41db961b9c4,0.04,0.34,0.25,5.5600000000000005
503570d1-c200-55c6-a24a-19498615d891,0.04,0.05,1.81,0.0
5035a0a1-d59a-5bbd-8c42-996318b73d91,0.02,0.02,0.44,2.66
5036482f-78e8-5541-a45c-86de9329d392,0.0,0.0,2.31,0.0
5036b21e-dc16-587d-8fe8-ec3538335f30,0.01,0.02,0.11,0.0
5038f45a-78d7-5901-b203-37d3ee6fdb5f,0.03440000000000001,0.34559999999999996,0.17631578947368418,25.310526315789474
503a92a1-c29f-58a6-8e4e-0bcb64ef9dd3,0.0,0.0,14999.0,0.0
503c7219-12b0-5332-a058-f67e7500bbf1,0.0,0.0,0.0,0.0
503cb9b6-ed05-5f2c-a73a-d513fd9a7b34,0.02,0.24,0.22,0.49
503ced3b-9af1-50b8-a647-1ba193440248,0.0,0.0,0.03,0.23
503db7c4-c3b9-5f38-a6c9-1e4f1df728d0,0.04,0.01,0.11,0.36
50400bc2-961b-5803-b1d1-eeecde303453,3.16,6.49,19.87,28.25
5040685c-fffe-587e-bf84-658cd6cd58fe,0.01,0.01,0.21,0.89
5041a1a6-a608-5fbd-83f3-3e96530928f7,0.35000000000000003,0.35000000000000003,2.64,0.0
50420749-44f5-5359-b048-42fec1d2b9ce,0.01791666666666667,0.22125000000000009,0.6673684210526316,2.4778947368421065
50430f11-c67f-5e4c-8f9b-4ef26e603df2,0.03,0.03,0.22,1.7000000000000002
5043d016-93f8-503b-a36d-c52e8c09ebd7,0.0,0.0,0.14,2.95
50441b46-34d8-5575-9540-1d39f184f57b,0.04,0.02,0.01,0.2
50442213-a27e-508a-a90a-82a86ccb19a4,0.0,0.0,0.15,0.0
50444e98-e974-50cf-974e-56224e356987,0.03,0.02,0.46,1.71
50453732-a24d-55ec-a6dd-c9da430c88c9,0.03,0.01,0.04,0.19
5046d8ea-20a6-5a2d-ae65-5c0fdbc59ded,0.04,0.02,0.06,0.0
50487b6c-364c-5096-a3cb-746001cdb184,0.0,0.0,0.0,2.13
504be1b4-f757-5665-a127-4c7399122135,0.0,0.0,35.03,0.0
504cfde8-42c2-5333-9c3c-de95c334fa05,0.0,0.0,1.08,0.0
504d5656-3471-5c7e-8fa7-2790c7b36213,0.25,0.71,0.0,0.0
504ddc69-d242-5fd6-9133-b2533a814f10,0.06,0.02,0.43,0.0
504e058d-9566-5e90-ab56-ad2b5cfa8b58,0.0,0.0,0.0,0.35000000000000003
504e21f0-66e7-5de6-9d91-2b509b6ccc59,0.0,0.0,0.0,0.0
50500f3c-0328-5a76-bcea-de15c52c032f,0.02,0.0,0.32,0.0
50514fff-a087-5706-8df8-0f448826d5e5,0.0,0.0,0.0,0.0
5052fccc-f975-5423-946c-11a69fa6b21e,0.0,0.0,21.99,0.0
505367ce-ec8d-5ef1-b74e-e258fee59c5f,1.4,2.49,1.05,0.0
5053c41f-ea38-5047-843d-03772329a443,0.0,0.0,13.18,0.0
50543c44-82e6-5b45-80ae-e69124e7c56a,0.01,0.09,0.78,7.59
5054952b-c762-5b46-b4e6-135a74e55c2c,0.03,0.01,0.07,0.28
505683c1-4956-54b9-b54a-69fb74ac4bfd,0.03,0.03,0.15,0.84
505abf95-cab9-5ef6-97c0-48b22c14a2fa,0.0,0.0,0.0,0.0
505ca322-7c76-5f4a-b57e-5f4102d183a4,0.013181818181818182,0.84,0.7536842105263157,6.853684210526314
